fichier|dynamique_brut|dynamique_text|dynamique_type
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><lieu type=""loc"" n=1>axes</lieu> d'urbanisation</dyn>"|axes d'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la poussée de <lieu type=""obj"" n=1>l'agglomération présente</lieu></dyn>"|la poussée de l'agglomération présente|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"" n=2><lieu type=""obj"" n=2>la zone</lieu> <tps axe_temp=""pres"" type=""dur"" n=2>actuellement</tps> construite</dyn>"|la zone actuellement construite|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=5>cette poussée <perc type=""axiol"" n=5>naturelle</perc></dyn>"|cette poussée naturelle|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""repr"" proces=""progr+iter"" n=1><lieu type=""obj"" n=1>les banlieues actuelles</lieu>, <perc type=""axiol"" pol=""pos"" n=1>enfin</perc> reliées entre elles, progressivement rénovées, restructurées</dyn>"|les banlieues actuelles, enfin reliées entre elles, progressivement rénovées, restructurées|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>la constitution de <lieu type=""obj"" n=2>quelques centres urbains <perc type=""axiol"" pol=""pos"" n=2>dignes de ce nom</perc></lieu> - <lieu type=""obj"" n=2>Nanterre</lieu>, <lieu type=""obj"" n=2>Saint-Denis</lieu>, <lieu type=""obj"" n=2>Bobigny</lieu>, <lieu type=""obj"" n=2>Créteil</lieu>, <lieu type=""obj"" n=2>Rungis-Choisy-le-Roi</lieu></dyn>"|la constitution de quelques centres urbains dignes de ce nom - Nanterre, Saint-Denis, Bobigny, Créteil, Rungis-Choisy-le-Roi|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""termin"" n=1>soit mis fin au recul, jusqu'à présent constant, <lieu type=""obj"" n=1>des espaces libres</lieu></dyn>"|soit mis fin au recul, jusqu'à présent constant, des espaces libres|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=2><perc type=""autre"" n=2>peuvent</perc> être conservés</dyn>"|peuvent être conservés|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>les développements prévus</dyn>"|les développements prévus|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""destr"" proces=""dur"" n=7><lieu type=""obj"" n=7>îlots de verdure</lieu> <tps type=""dur"" n=7>sans cesse</tps> <perc type=""axiol"" pol=""neg"" n=7>grignotés</perc></dyn>"|îlots de verdure sans cesse grignotés|dest
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><perc type=""autre"" >pourront</perc> croître</dyn>"|pourront croître|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>Cette industrialisation</dyn>"|Cette industrialisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>s'étant localisées</dyn>"|s'étant localisées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""dur"" n=1>se transforment</dyn>"|se transforment|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" proces=""dur"" n=2>se substituant aux unités de production</dyn>"|se substituant aux unités de production|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>l'urbanisation</dyn>"|l'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>la rénovation</dyn>"|la rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>se développent</dyn>"|se développent|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2><lieu type=""obj"" n=1 n=2><res n=2>de vastes lotissements</res></lieu> créés</dyn>"|de vastes lotissements créés|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" temps=""fut"" n=1>attend sa réalisation</dyn>"|attend sa réalisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2><lieu type=""obj"" n=2><res n=2>des ensembles de construction</res></lieu> <tps axe_temp=""pas"">récents</tps></dyn>"|des ensembles de construction récents|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""modif"" n=3>ont transformé le caractère de <lieu type=""obj"" n=3>la banlieue</lieu></dyn>"|ont transformé le caractère de la banlieue|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" proces=""dur"">subsistent</dyn>"|subsistent|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">ont pris place</dyn>"|ont pris place|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"">en expansion</dyn>"|en expansion|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>Le développement de <lieu type=""obj"" n=1 n=3>cette banlieue</lieu></dyn>"|Le développement de cette banlieue|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>un axe principal d'urbanisation</dyn>"|un axe principal d'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4><lieu type=""obj"" n=4><res n=4>la ville</res></lieu> nouvelle de Pontoise-Cergy</dyn>"|la ville nouvelle de Pontoise-Cergy|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=1>La ""restructuration"" de <lieu type=""obj"" n=1>l'ensemble de cette zone</lieu></dyn>"|"La ""restructuration"" de l'ensemble de cette zone"|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>la constitution de <lieu type=""obj"" n=2><res n=2>centres secondaires</res></lieu> : <lieu type=""obj"" n=2><res n=2>Saint-Denis</res></lieu>, <lieu type=""obj"" n=2><res n=2>Stains</res></lieu>, <lieu type=""obj"" n=2><res n=2>Villetaneuse</res></lieu>, <lieu type=""obj"" n=2><res n=2>Beauchamp</res></lieu></dyn>"|"la constitution de centres secondaires : Saint-Denis, Stains, Villetaneuse</lieu>, <lieu type=""obj"" n=2><res n=2>Beauchamp</res></lieu></dyn>"|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><lieu type=""loc"">L'axe</lieu> d'urbanisation</dyn>"|L'axe d'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">le <tps axe_temp=""fut"">futur</tps> <lieu type=""obj""><res>aérodrome</res></lieu></dyn>"|le futur aérodrome|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><lieu type=""obj"" n=2>L'axe d'urbanisation</lieu></dyn>"|L'axe d'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>la création d'<lieu type=""obj"" n=3><res n=3>une deuxième ligne R.E.R.</res></lieu></dyn>"|la création d'une deuxième ligne R.E.R.|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4>doublant <lieu type=""obj"" n=4>la voie ferrée de Pontoise</lieu></dyn>"|doublant la voie ferrée de Pontoise|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>l'aménagement des <lieu type=""obj"" n=1>différentes parties de la zone Nord</lieu> : <lieu type=""obj"" n=1>l'agglomération actuelle et la ""vallée de Montmorency""</lieu>, <lieu type=""obj"" n=1><dyn accompli=""non"" nature=""crea"" n=2><res n=2>la ville</res> nouvelle</dyn>"|"l'aménagement des différentes parties de la zone Nord : l'agglomération actuelle et la ""vallée de Montmorency"", la ville nouvelle"|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>L'urbanisation</dyn>"|L'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>développement urbain</dyn>"|développement urbain|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>l'organisation de ces développements</dyn>"|l'organisation de ces développements|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>constituera <lieu type=""obj"" n=2>l'axe urbain</lieu></dyn>"|constituera l'axe urbain|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>doubler</dyn>"|doubler|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>Le doublement de <lieu type=""obj"" n=1>la ligne de Pontoise</lieu></dyn>"|Le doublement de la ligne de Pontoise|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>une nouvelle <lieu type=""obj"" n=2><res n=2>ligne ferrée</res></lieu></dyn>"|une nouvelle ligne ferrée|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>l'amorce d'<lieu type=""obj"" n=3>une deuxième transversale du R.E.R.</lieu></dyn>"|l'amorce d'une deuxième transversale du R.E.R.|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=4><lieu type=""obj"" n=5>la ""ville nouvelle"" de Pontoise - Cergy</lieu></dyn>"|"la ""ville nouvelle"" de Pontoise - Cergy"|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=5>aura atteint un niveau de développement important</dyn>"|aura atteint un niveau de développement important|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1><perc type=""autre"" n=1>doit</perc> se transformer</dyn>"|doit se transformer|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>une rénovation <perc type=""axiol"" n=2>mesurée</perc></dyn>"|une rénovation mesurée|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" nature=""repr"" n=3>une restauration</dyn>"|une restauration|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4><perc type=""autre"" n=4>permettra, en respectant le cadre de la cité</perc>, d'y accueillir <lieu type=""obj"" n=4>les établissements surtout culturels</lieu></dyn>"|permettra, en respectant le cadre de la cité, d'y accueillir les établissements surtout culturels|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=5><perc type=""autre"" n=5>doit</perc> être créé</dyn>"|doit être créé|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>la création de <lieu type=""obj"" n=2><res n=2>ces trois pôles urbains</res></lieu></dyn>"|la création de ces trois pôles urbains|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><perc type=""autre"">doit</perc> accueillir <lieu type=""obj"">le principal des centres urbains de la ""vallée de Montmorency""</lieu></dyn>"|"doit accueillir le principal des centres urbains de la ""vallée de Montmorency"""|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2><res n=2>une agglomération</res> nouvelle</dyn>"|une agglomération nouvelle|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><perc type=""autre"" n=1>pourra</perc> s'établir</dyn>"|pourra s'établir|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">accueillera <lieu type=""obj"">une ville</lieu></dyn>"|accueillera une ville|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>se trouvera placée</dyn>"|se trouvera placée|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>l'un des principaux éléments du développement de <lieu type=""obj"" n=2>cette vallée</lieu></dyn>"|l'un des principaux éléments du développement de cette vallée|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4>la ""<lieu type=""obj"" n=4><res n=4>ville</res></lieu> nouvelle""</dyn>"|"la ""ville nouvelle"""|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><perc type=""autre"">permet</perc> de réaliser <lieu type=""obj""><res>un ensemble urbain de grande qualité</res></lieu></dyn>"|permet de réaliser un ensemble urbain de grande qualité|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1><perc type=""autre"" n=1>peut</perc> être aménagée</dyn>"|peut être aménagée|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>création d'<lieu type=""obj"" n=2><res n=2>un vaste plan d'eau</res></lieu></dyn>"|création d'un vaste plan d'eau|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la ""<lieu type=""obj"" n=1><res n=1>ville</res></lieu> nouvelle""</dyn>"|"la ""ville nouvelle"""|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>la création de <lieu type=""obj"" n=2><res n=2>la préfecture du nouveau département du Val d'Oise</res></lieu></dyn>"|la création de la préfecture du nouveau département du Val d'Oise|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>se prolonger linéairement</dyn>"|se prolonger linéairement|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la ""<lieu type=""obj"" n=1><res n=1>ville</res></lieu> nouvelle""</dyn>"|"la ""ville nouvelle"""|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>les développements industriels prévus</dyn>"|les développements industriels prévus|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>remplacera <lieu type=""obj"" n=1>l'aérodrome actuel du Bourget</lieu></dyn>"|remplacera l'aérodrome actuel du Bourget|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=2>est destiné à devenir <res n=2>le premier aéroport de France</res></dyn>"|est destiné à devenir le premier aéroport de France|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>Sa création</dyn>"|Sa création|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>l'aménagement du <lieu type=""obj"" n=2>secteur Nord-Est de l'agglomération de Paris</lieu></dyn>"|l'aménagement du secteur Nord-Est de l'agglomération de Paris|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>crée</dyn>"|crée|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4>constitue</dyn>"|constitue|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>l'extension de <lieu type=""obj"" n=1>l'agglomération parisienne</lieu></dyn>"|l'extension de l'agglomération parisienne|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" proces=""dur"" n=2>en maintenant <res n=2>en zone agricole</res> <lieu type=""obj"" n=2>la Plaine de France</lieu></dyn>"|en maintenant en zone agricole la Plaine de France|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">la limitation du développement de <lieu type=""obj"">la banlieue</lieu></dyn>"|la limitation du développement de la banlieue|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">la localisation de <lieu type=""obj"">ces activités</lieu></dyn>"|la localisation de ces activités|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><perc type=""autre"">pourra</perc> être créé</dyn>"|pourra être créé|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la localisation <lieu type=""loc"" n=1>sur un terrain libre de 40 hectares environ</lieu> de <lieu type=""obj"" n=1><res n=1>la préfecture du nouveau département de Seine-Saint-Denis</res></lieu></dyn>"|la localisation sur un terrain libre de 40 hectares environ de la préfecture du nouveau département de Seine-Saint-Denis|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2><perc type=""autre"" n=2>permettra</perc> de créer <lieu type=""loc"" n=2>à Bobigny</lieu> <lieu type=""obj"" n=2><res n=2>un centre secondaire d'emplois et de commerces</res></lieu></dyn>"|permettra de créer à Bobigny un centre secondaire d'emplois et de commerces|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=3>restructuration de <lieu type=""obj"" n=3>l'ensemble du secteur</lieu></dyn>"|restructuration de l'ensemble du secteur|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">un développement industriel</dyn>"|un développement industriel|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" nature=""crea"" n=2>l'aménagement de <lieu type=""obj"" n=2>la partie de la vallée de l'Oise située en région de Paris</lieu></dyn>"|l'aménagement de la partie de la vallée de l'Oise située en région de Paris|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>un développement <perc type=""axiol"" n=1>important</perc></dyn>"|un développement important|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>crée <lieu type=""obj"" n=2><res n=2>la voie routière <perc type=""boul"" n=2>souhaitable</perc></res></lieu></dyn>"|crée la voie routière souhaitable|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=3><perc type=""autre"" n=3>peut encore</perc>, si cette orientation générale est en définitive retenue, devenir, par l'amélioration des conditions de navigation, <res n=3>une voie fluviale beaucoup plus importante qu'aujourd'hui</res></dyn>"|peut encore, si cette orientation générale est en définitive retenue, devenir, par l'amélioration des conditions de navigation, une voie fluviale beaucoup plus importante qu'aujourd'hui|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4>relier <lieu type=""obj"" n=4>la région de Paris et la vallée de la Seine</lieu> d'abord <lieu type=""loc"" n=4>au Nord de la France</lieu>, puis, par l'Aisne, <lieu type=""loc"" n=4>à l'Est du pays</lieu></dyn>"|relier la région de Paris et la vallée de la Seine d'abord au Nord de la France, puis, par l'Aisne, à l'Est du pays|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">l'expansion urbaine et industrielle</dyn>"|l'expansion urbaine et industrielle|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">sont entièrement urbanisées</dyn>"|sont entièrement urbanisées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>se sont implantées</dyn>"|se sont implantées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>des constructions <tps axe_temp=""pas"" n=2>récentes</tps></dyn>"|des constructions récentes|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=3>constituent, <lieu type=""loc"" n=3>le long des voies</lieu>, <lieu type=""obj"" n=3><res n=3>d'étroits rubans de forte densité</res></lieu></dyn>"|constituent, le long des voies, d'étroits rubans de forte densité|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">se sont développés</dyn>"|se sont développés|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>a pris très souvent la forme <lieu type=""obj"" n=2><res n=2>d'ensembles d'immeubles collectifs</res></lieu></dyn>"|a pris très souvent la forme d'ensembles d'immeubles collectifs|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>sans pour autant donner naissance</dyn>"|sans pour autant donner naissance|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea""><res>les plus grandes opérations de construction</res> de toute la zone ont été réalisées</dyn>"|les plus grandes opérations de construction de toute la zone ont été réalisées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">cette densification</dyn>"|cette densification|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">un développement linéaire</dyn>"|un développement linéaire|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=1>Cette extension</dyn>"|Cette extension|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>la création du <lieu type=""obj"" n=2><res n=2>grand ensemble de Massy-Antony</res></lieu></dyn>"|la création du grand ensemble de Massy-Antony|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""maint""><perc type=""autre"">a pu</perc> être préservé</dyn>"|a pu être préservé|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=1>une densification en immeubles collectifs</dyn>"|une densification en immeubles collectifs|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"" n=2>relie <lieu type=""obj"" n=2>Versailles</lieu> <lieu type=""loc"" n=2>à Paris</lieu></dyn>"|relie Versailles à Paris|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"">se réalisent <lieu type=""obj""><res>d'importantes opérations d'habitat</res></lieu></dyn>"|se réalisent d'importantes opérations d'habitat|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">des extensions <tps axe_temp=""pas"">récentes</tps></dyn>"|des extensions récentes|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"">est demeuré affecté aux activités agricoles</dyn>"|est demeuré affecté aux activités agricoles|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>L'évolution des <lieu type=""obj"" n=1>communes proches du boulevard périphérique</lieu></dyn>"|L'évolution des communes proches du boulevard périphérique|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=2>des actions de rénovation</dyn>"|des actions de rénovation|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=3>la création d'<lieu type=""obj"" n=3><res n=3>espaces verts et d'équipements</res></lieu></dyn>"|la création d'espaces verts et d'équipements|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""modif"" n=1>la transformation de <lieu type=""obj"" n=1>la route nationale 186</lieu></dyn>"|la transformation de la route nationale 186|modi
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>la création de <lieu type=""obj"" n=2><res n=2>l'autoroute du Sud-Ouest</res></lieu></dyn>"|la création de l'autoroute du Sud-Ouest|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""repr"" proces=""iter"" n=3>la reprise simultanée du <lieu type=""obj"" n=3>réseau secondaire</lieu></dyn>"|la reprise simultanée du réseau secondaire|rep
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=4>doteront notamment <lieu type=""loc"" n=4>les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux</lieu> d'<lieu type=""obj"" n=4><dyn accompli=""non"" nature=""crea"" n=5><res n=4>une infrastructure nouvelle de circulation</res></dyn>"|doteront notamment les secteurs de Meudon, Clamart, Châtillon, Bagneux, Fontenay-aux-Roses et Sceaux d'une infrastructure nouvelle de circulation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">La création d'<lieu type=""obj""><res>activités</res></lieu></dyn>"|La création d'activités|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>des développements linéaires de <lieu type=""obj"" n=1>la vallée de Bièvre</lieu></dyn>"|des développements linéaires de la vallée de Bièvre|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>les expansions</dyn>"|les expansions|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=3>préserver <lieu type=""obj"" n=3>une coulée verte</lieu></dyn>"|préserver une coulée verte|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">une extension très limitée</dyn>"|une extension très limitée|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>verra sa croissance se stabiliser</dyn>"|verra sa croissance se stabiliser|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"">La création d'<lieu type=""obj""><res>une faculté</res></lieu></dyn>"|La création d'une faculté|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>seront raccordés</dyn>"|seront raccordés|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=2>les nouveaux développements de <lieu type=""obj"" n=2>la région</lieu></dyn>"|les nouveaux développements de la région|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>Les poussées</dyn>"|Les poussées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=2>la préservation des <lieu type=""obj"" n=2>prolongements du site historique</lieu></dyn>"|la préservation des prolongements du site historique|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""oui"" nature=""crea"">les développements <tps axe_temp=""pas"">récents</tps></dyn>"|les développements récents|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint""><perc type=""autre+axiol"" pol=""pos"">doit être impérativement</perc> sauvegardée</dyn>"|doit être impérativement sauvegardée|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""maint"" n=2>cette sauvegarde</dyn>"|cette sauvegarde|main
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea""><lieu type=""loc"">Le grand axe</lieu> d'urbanisation</dyn>"|Le grand axe d'urbanisation|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>La réalisation <lieu type=""loc"" n=1>sur cet axe</lieu> d'<lieu type=""obj"" n=1><res n=1>une grande structure d'aménagement</res></lieu></dyn>"|La réalisation sur cet axe d'une grande structure d'aménagement|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" proces=""dur"" n=2>le développement <tps axe_temp=""pres"" type=""dur"" n=2>actuel</tps> <perc type=""axiol"" n=2>extrêmement dynamique</perc> mais également <perc type=""axiol"" pol=""neg"" n=2>désordonné</perc> du <lieu type=""obj"" n=2>Sud-Ouest de l'agglomération parisienne</lieu></dyn>"|le développement actuel extrêmement dynamique mais également désordonné du Sud-Ouest de l'agglomération parisienne|cre
1965-SDAURP_CE_Oct23.txt|"<dyn nature=""crea"" n=2>implantation d'<lieu type=""obj"" n=2><res n=2>activités spécialisées</res></lieu></dyn>"|implantation d'activités spécialisées|cre
1965-SDAURP_CE_Oct23.txt|"<dyn accompli=""non"" nature=""crea"" n=1>la réalisation d'<lieu type=""obj"" n=1><res n=1>infrastructures d'accueil</res></lieu></dyn>"|la réalisation d'infrastructures d'accueil|cre
